timestamp,access_time,cache_hit,attack_type,cpu_usage,memory_access_pattern
101.152000,130,0,normal,0.000322,block_access_6
101.170000,136,0,normal,0.000324,block_access_9
101.182000,138,0,normal,0.000327,block_access_2
101.201000,132,0,normal,0.000329,block_access_5
101.213000,134,0,normal,0.000331,stride_access_8
101.224000,136,0,normal,0.000333,random_access_4
101.236000,170,0,normal,0.000375,random_access_5
101.251000,162,0,normal,0.000378,random_access_5
101.265000,138,0,normal,0.000380,sequential_access_4
101.282000,124,0,normal,0.000382,block_access_4
101.297000,130,0,normal,0.000384,stride_access_9
101.309000,130,0,normal,0.000386,stride_access_4
101.319000,130,0,normal,0.000388,sequential_access_4
101.335000,134,0,normal,0.000391,sequential_access_3
101.347000,132,0,normal,0.000393,random_access_1
101.361000,134,0,normal,0.000395,sequential_access_7
101.377000,136,0,normal,0.000397,random_access_1
101.394000,134,0,normal,0.000399,block_access_5
101.412000,136,0,normal,0.000401,sequential_access_2
101.423000,128,0,normal,0.000403,sequential_access_2
101.439000,138,0,normal,0.000406,sequential_access_4
101.454000,130,0,normal,0.000408,random_access_2
101.468000,128,0,normal,0.000410,random_access_8
101.482000,138,0,normal,0.000412,block_access_1
101.494000,134,0,normal,0.000414,stride_access_2
101.509000,134,0,normal,0.000416,random_access_1
101.519000,136,0,normal,0.000418,sequential_access_5
101.532000,134,0,normal,0.000420,block_access_1
101.547000,136,0,normal,0.000423,random_access_9
101.562000,136,0,normal,0.000425,random_access_1
101.573000,138,0,normal,0.000427,random_access_2
101.586000,130,0,normal,0.000429,random_access_7
101.598000,128,0,normal,0.000431,stride_access_7
101.613000,128,0,normal,0.000433,random_access_8
101.628000,130,0,normal,0.000435,block_access_7
101.638000,132,0,normal,0.000437,sequential_access_0
101.653000,138,0,normal,0.000439,random_access_6
101.667000,128,0,normal,0.000442,block_access_0
101.681000,130,0,normal,0.000444,sequential_access_5
101.691000,138,0,normal,0.000446,stride_access_0
101.707000,130,0,normal,0.000448,random_access_3
101.720000,132,0,normal,0.000450,random_access_1
101.733000,138,0,normal,0.000452,stride_access_1
101.751000,138,0,normal,0.000454,block_access_4
101.769000,134,0,normal,0.000457,sequential_access_3
101.786000,136,0,normal,0.000459,sequential_access_2
101.798000,130,0,normal,0.000461,random_access_1
101.808000,138,0,normal,0.000463,random_access_4
101.827000,132,0,normal,0.000465,block_access_6
101.840000,136,0,normal,0.000467,random_access_3
101.857000,134,0,normal,0.000469,stride_access_6
101.869000,140,0,normal,0.000471,stride_access_8
101.886000,126,0,normal,0.000474,block_access_2
101.898000,134,0,normal,0.000476,sequential_access_4
101.909000,138,0,normal,0.000478,sequential_access_4
101.921000,134,0,normal,0.000480,sequential_access_1
101.935000,130,0,normal,0.000482,random_access_2
101.950000,130,0,normal,0.000484,block_access_7
101.962000,134,0,normal,0.000486,stride_access_2
101.975000,130,0,normal,0.000488,sequential_access_7
101.988000,138,0,normal,0.000490,block_access_2
102.001000,136,0,normal,0.000493,random_access_5
102.019000,134,0,normal,0.000495,random_access_4
102.035000,138,0,normal,0.000497,block_access_1
102.045000,136,0,normal,0.000499,random_access_0
102.062000,134,0,normal,0.000501,sequential_access_5
102.076000,130,0,normal,0.000503,stride_access_1
102.094000,132,0,normal,0.000505,sequential_access_9
102.108000,138,0,normal,0.000508,stride_access_4
102.118000,132,0,normal,0.000510,random_access_9
102.137000,130,0,normal,0.000512,sequential_access_0
102.153000,132,0,normal,0.000514,random_access_5
102.167000,132,0,normal,0.000516,random_access_8
102.180000,136,0,normal,0.000518,stride_access_1
102.190000,138,0,normal,0.000520,block_access_8
102.201000,134,0,normal,0.000522,block_access_9
102.215000,134,0,normal,0.000525,block_access_7
102.228000,134,0,normal,0.000527,random_access_6
102.242000,134,0,normal,0.000529,block_access_2
102.255000,134,0,normal,0.000531,block_access_2
102.269000,136,0,normal,0.000533,block_access_7
102.284000,138,0,normal,0.000535,random_access_8
102.303000,130,0,normal,0.000537,sequential_access_5
102.322000,132,0,normal,0.000539,sequential_access_1
102.332000,134,0,normal,0.000542,stride_access_3
102.344000,134,0,normal,0.000544,stride_access_3
102.357000,134,0,normal,0.000546,sequential_access_7
102.373000,128,0,normal,0.000548,random_access_8
102.384000,132,0,normal,0.000561,stride_access_1
102.401000,132,0,normal,0.000564,random_access_6
102.419000,164,0,normal,0.000566,stride_access_6
102.433000,132,0,normal,0.000568,random_access_9
102.452000,138,0,normal,0.000570,block_access_4
102.468000,138,0,normal,0.000572,random_access_2
102.485000,134,0,normal,0.000574,random_access_9
102.502000,128,0,normal,0.000576,sequential_access_3
102.519000,134,0,normal,0.000579,sequential_access_0
102.537000,130,0,normal,0.000581,block_access_4
102.552000,130,0,normal,0.000583,stride_access_9
102.564000,134,0,normal,0.000585,sequential_access_9
102.574000,128,0,normal,0.000587,block_access_3
102.588000,134,0,normal,0.000589,block_access_8
102.599000,136,0,normal,0.000591,stride_access_1
102.615000,130,0,normal,0.000593,random_access_8
102.626000,130,0,normal,0.000595,stride_access_5
102.638000,140,0,normal,0.000598,random_access_9
102.651000,130,0,normal,0.000600,sequential_access_0
102.665000,132,0,normal,0.000602,block_access_7
102.679000,138,0,normal,0.000604,block_access_5
102.694000,136,0,normal,0.000606,block_access_0
102.709000,132,0,normal,0.000608,stride_access_6
102.723000,136,0,normal,0.000610,sequential_access_3
102.737000,138,0,normal,0.000612,sequential_access_5
102.748000,130,0,normal,0.000614,random_access_8
102.766000,130,0,normal,0.000617,sequential_access_4
102.783000,132,0,normal,0.000619,sequential_access_3
102.794000,134,0,normal,0.000621,sequential_access_3
102.807000,136,0,normal,0.000623,random_access_6
102.817000,138,0,normal,0.000625,stride_access_8
102.832000,134,0,normal,0.000627,sequential_access_5
102.842000,126,0,normal,0.000629,stride_access_9
102.859000,140,0,normal,0.000631,block_access_1
102.869000,130,0,normal,0.000633,block_access_7
102.883000,130,0,normal,0.000636,stride_access_7
102.895000,136,0,normal,0.000638,stride_access_8
102.912000,140,0,normal,0.000640,sequential_access_5
102.931000,134,0,normal,0.000642,block_access_7
102.949000,130,0,normal,0.000644,sequential_access_4
102.963000,130,0,normal,0.000646,block_access_8
102.978000,136,0,normal,0.000648,random_access_3
102.988000,128,0,normal,0.000650,block_access_5
103.006000,136,0,normal,0.000653,stride_access_4
103.019000,130,0,normal,0.000655,stride_access_0
103.031000,132,0,normal,0.000657,random_access_0
103.049000,136,0,normal,0.000659,sequential_access_1
103.060000,134,0,normal,0.000661,stride_access_8
103.072000,136,0,normal,0.000663,stride_access_8
103.089000,128,0,normal,0.000666,random_access_9
103.099000,136,0,normal,0.000668,stride_access_7
103.117000,130,0,normal,0.000670,stride_access_8
103.136000,134,0,normal,0.000672,sequential_access_4
103.153000,136,0,normal,0.000674,stride_access_1
103.166000,130,0,normal,0.000676,random_access_7
103.176000,136,0,normal,0.000678,random_access_6
103.188000,138,0,normal,0.000680,sequential_access_3
103.200000,130,0,normal,0.000683,sequential_access_0
103.211000,130,0,normal,0.000685,random_access_2
103.223000,142,0,normal,0.000687,stride_access_2
103.234000,136,0,normal,0.000689,sequential_access_3
103.249000,130,0,normal,0.000691,random_access_1
103.264000,134,0,normal,0.000693,stride_access_0
103.283000,134,0,normal,0.000695,stride_access_5
103.294000,136,0,normal,0.000698,stride_access_4
103.308000,132,0,normal,0.000700,sequential_access_5
103.327000,126,0,normal,0.000702,sequential_access_7
103.344000,138,0,normal,0.000704,random_access_3
103.362000,138,0,normal,0.000706,sequential_access_8
103.375000,138,0,normal,0.000708,random_access_3
103.393000,140,0,normal,0.000710,random_access_0
103.405000,134,0,normal,0.000713,stride_access_7
103.416000,142,0,normal,0.000715,random_access_3
103.431000,136,0,normal,0.000717,block_access_7
103.444000,130,0,normal,0.000719,block_access_6
103.454000,136,0,normal,0.000721,random_access_0
103.465000,130,0,normal,0.000723,block_access_8
103.479000,130,0,normal,0.000725,block_access_4
103.494000,136,0,normal,0.000727,block_access_2
103.505000,130,0,normal,0.000730,sequential_access_0
103.520000,134,0,normal,0.000732,random_access_3
103.537000,136,0,normal,0.000734,stride_access_0
103.555000,166,0,normal,0.000743,stride_access_1
103.571000,134,0,normal,0.000745,block_access_0
103.590000,162,0,normal,0.000747,stride_access_7
103.607000,138,0,normal,0.000750,stride_access_3
103.621000,138,0,normal,0.000752,sequential_access_4
103.636000,136,0,normal,0.000754,stride_access_7
103.646000,134,0,normal,0.000756,sequential_access_2
103.660000,138,0,normal,0.000758,stride_access_8
103.671000,140,0,normal,0.000760,random_access_4
103.682000,130,0,normal,0.000762,stride_access_8
103.699000,132,0,normal,0.000764,block_access_2
103.709000,140,0,normal,0.000766,random_access_6
103.726000,136,0,normal,0.000769,block_access_6
103.737000,134,0,normal,0.000771,sequential_access_5
103.750000,138,0,normal,0.000773,block_access_4
103.764000,134,0,normal,0.000775,stride_access_0
103.783000,132,0,normal,0.000777,stride_access_8
103.798000,132,0,normal,0.000779,stride_access_2
103.813000,126,0,normal,0.000781,sequential_access_3
103.824000,126,0,normal,0.000783,random_access_5
103.836000,134,0,normal,0.000786,stride_access_9
103.854000,134,0,normal,0.000788,sequential_access_5
103.869000,130,0,normal,0.000790,random_access_4
103.887000,134,0,normal,0.000792,stride_access_2
103.898000,142,0,normal,0.000794,stride_access_8
103.911000,136,0,normal,0.000796,sequential_access_9
103.924000,138,0,normal,0.000798,stride_access_8
103.942000,136,0,normal,0.000800,stride_access_4
103.952000,138,0,normal,0.000803,block_access_2
103.965000,130,0,normal,0.000805,random_access_0
103.979000,134,0,normal,0.000807,stride_access_8
103.992000,130,0,normal,0.000809,sequential_access_3
104.004000,134,0,normal,0.000811,block_access_6
104.016000,138,0,normal,0.000813,random_access_8
104.029000,138,0,normal,0.000815,sequential_access_5
104.041000,138,0,normal,0.000818,stride_access_1
104.056000,134,0,normal,0.000820,random_access_4
104.069000,130,0,normal,0.000822,random_access_8
104.085000,132,0,normal,0.000824,sequential_access_0
104.102000,134,0,normal,0.000826,random_access_9
104.113000,130,0,normal,0.000828,block_access_2
104.123000,134,0,normal,0.000830,stride_access_6
104.142000,130,0,normal,0.000832,block_access_3
104.153000,134,0,normal,0.000835,stride_access_3
104.167000,130,0,normal,0.000837,sequential_access_8
104.177000,136,0,normal,0.000839,sequential_access_7
104.188000,138,0,normal,0.000841,block_access_6
104.198000,138,0,normal,0.000843,random_access_9
104.214000,136,0,normal,0.000845,block_access_2
104.233000,138,0,normal,0.000847,sequential_access_8
104.244000,136,0,normal,0.000849,stride_access_0
104.254000,128,0,normal,0.000852,sequential_access_2
104.267000,132,0,normal,0.000854,sequential_access_4
104.285000,132,0,normal,0.000856,random_access_5
104.300000,130,0,normal,0.000858,stride_access_2
104.316000,132,0,normal,0.000860,block_access_6
104.331000,134,0,normal,0.000862,stride_access_4
104.348000,134,0,normal,0.000864,random_access_6
104.367000,136,0,normal,0.000866,block_access_8
104.386000,132,0,normal,0.000868,stride_access_9
104.402000,134,0,normal,0.000871,random_access_4
104.416000,136,0,normal,0.000873,random_access_7
104.433000,138,0,normal,0.000875,random_access_1
104.447000,134,0,normal,0.000877,block_access_5
104.458000,130,0,normal,0.000879,stride_access_1
104.470000,132,0,normal,0.000881,block_access_9
104.489000,136,0,normal,0.000883,block_access_1
104.505000,130,0,normal,0.000885,random_access_0
104.518000,124,0,normal,0.000888,sequential_access_5
104.529000,134,0,normal,0.000890,stride_access_7
104.542000,130,0,normal,0.000892,block_access_8
104.560000,134,0,normal,0.000894,sequential_access_9
104.571000,132,0,normal,0.000896,stride_access_1
104.581000,134,0,normal,0.000898,sequential_access_5
104.593000,136,0,normal,0.000900,sequential_access_1
104.609000,134,0,normal,0.000902,stride_access_8
104.625000,134,0,normal,0.000905,random_access_9
104.635000,134,0,normal,0.000907,block_access_8
104.645000,130,0,normal,0.000909,stride_access_5
104.657000,130,0,normal,0.000911,stride_access_0
104.669000,132,0,normal,0.000913,sequential_access_5
104.681000,134,0,normal,0.000915,sequential_access_2
104.697000,220,0,normal,0.001014,block_access_6
104.715000,136,0,normal,0.001022,random_access_4
104.733000,134,0,normal,0.001025,sequential_access_4
104.750000,130,0,normal,0.001028,stride_access_0
104.767000,134,0,normal,0.001031,stride_access_9
104.778000,130,0,normal,0.001033,stride_access_0
104.794000,136,0,normal,0.001036,random_access_3
104.805000,132,0,normal,0.001038,random_access_1
104.815000,134,0,normal,0.001041,random_access_9
104.832000,130,0,normal,0.001043,sequential_access_8
104.849000,134,0,normal,0.001046,stride_access_7
104.867000,138,0,normal,0.001048,block_access_6
104.883000,130,0,normal,0.001051,random_access_7
104.894000,138,0,normal,0.001053,random_access_9
104.911000,138,0,normal,0.001056,stride_access_0
104.924000,138,0,normal,0.001058,block_access_0
104.939000,134,0,normal,0.001061,random_access_3
104.956000,138,0,normal,0.001063,block_access_2
104.969000,136,0,normal,0.001066,block_access_6
104.981000,134,0,normal,0.001068,sequential_access_3
105.000000,138,0,normal,0.001071,stride_access_0
105.019000,134,0,normal,0.001073,random_access_3
105.035000,134,0,normal,0.001076,block_access_6
105.051000,132,0,normal,0.001078,sequential_access_9
105.064000,138,0,normal,0.001081,block_access_1
105.078000,136,0,normal,0.001083,random_access_2
105.095000,134,0,normal,0.001086,random_access_9
105.112000,130,0,normal,0.001088,sequential_access_9
105.129000,132,0,normal,0.001091,random_access_9
105.146000,130,0,normal,0.001093,sequential_access_6
105.159000,136,0,normal,0.001096,stride_access_3
105.176000,138,0,normal,0.001098,sequential_access_9
105.194000,134,0,normal,0.001101,random_access_0
105.211000,130,0,normal,0.001103,block_access_4
105.222000,134,0,normal,0.001105,stride_access_6
105.235000,140,0,normal,0.001108,random_access_1
105.245000,128,0,normal,0.001110,stride_access_0
105.258000,128,0,normal,0.001113,stride_access_7
105.270000,134,0,normal,0.001115,sequential_access_6
105.286000,132,0,normal,0.001118,random_access_0
105.299000,130,0,normal,0.001120,sequential_access_4
105.312000,138,0,normal,0.001123,sequential_access_2
105.325000,132,0,normal,0.001125,stride_access_7
105.338000,130,0,normal,0.001128,stride_access_6
105.356000,130,0,normal,0.001130,block_access_5
105.368000,128,0,normal,0.001133,stride_access_3
105.380000,130,0,normal,0.001135,random_access_4
105.391000,132,0,normal,0.001137,stride_access_0
105.405000,138,0,normal,0.001140,sequential_access_4
105.416000,132,0,normal,0.001142,stride_access_8
105.435000,126,0,normal,0.001145,block_access_4
105.452000,138,0,normal,0.001147,block_access_4
105.463000,134,0,normal,0.001150,random_access_7
105.474000,134,0,normal,0.001152,stride_access_3
105.493000,128,0,normal,0.001155,stride_access_3
105.504000,134,0,normal,0.001157,stride_access_0
105.523000,134,0,normal,0.001160,sequential_access_8
105.541000,136,0,normal,0.001162,sequential_access_1
105.551000,138,0,normal,0.001164,block_access_9
105.563000,128,0,normal,0.001167,random_access_9
105.580000,128,0,normal,0.001169,sequential_access_4
105.597000,138,0,normal,0.001172,random_access_8
105.611000,138,0,normal,0.001174,stride_access_8
105.623000,138,0,normal,0.001177,random_access_7
105.635000,134,0,normal,0.001179,random_access_2
105.653000,130,0,normal,0.001182,random_access_2
105.664000,138,0,normal,0.001184,sequential_access_0
105.682000,134,0,normal,0.001187,random_access_3
105.697000,134,0,normal,0.001189,block_access_5
105.715000,134,0,normal,0.001191,sequential_access_2
105.725000,128,0,normal,0.001194,block_access_4
105.738000,136,0,normal,0.001196,sequential_access_4
105.751000,138,0,normal,0.001199,stride_access_5
105.765000,134,0,normal,0.001201,sequential_access_3
105.782000,130,0,normal,0.001204,sequential_access_7
105.795000,134,0,normal,0.001206,stride_access_7
105.806000,138,0,normal,0.001209,block_access_8
105.817000,134,0,normal,0.001211,block_access_9
105.829000,138,0,normal,0.001214,sequential_access_3
105.848000,128,0,normal,0.001216,block_access_7
105.867000,132,0,normal,0.001218,random_access_2
105.884000,134,0,normal,0.001221,sequential_access_3
105.903000,134,0,normal,0.001223,sequential_access_4
105.918000,170,0,normal,0.001245,sequential_access_2
105.928000,164,0,normal,0.001248,block_access_6
105.942000,138,0,normal,0.001250,block_access_3
105.955000,132,0,normal,0.001253,stride_access_8
105.966000,130,0,normal,0.001255,random_access_3
105.981000,134,0,normal,0.001258,random_access_1
105.992000,138,0,normal,0.001260,stride_access_2
106.004000,134,0,normal,0.001263,block_access_1
106.016000,134,0,normal,0.001265,block_access_9
106.030000,136,0,normal,0.001268,block_access_4
106.040000,130,0,normal,0.001270,block_access_0
106.050000,138,0,normal,0.001273,stride_access_5
106.066000,138,0,normal,0.001275,stride_access_4
106.083000,132,0,normal,0.001278,block_access_2
106.095000,130,0,normal,0.001280,stride_access_9
106.113000,132,0,normal,0.001282,stride_access_6
106.127000,134,0,normal,0.001285,random_access_2
106.146000,134,0,normal,0.001287,stride_access_8
106.158000,136,0,normal,0.001290,random_access_9
106.173000,124,0,normal,0.001292,stride_access_5
106.188000,136,0,normal,0.001295,block_access_2
106.199000,128,0,normal,0.001297,sequential_access_4
106.209000,130,0,normal,0.001300,random_access_4
106.228000,138,0,normal,0.001302,stride_access_0
106.242000,134,0,normal,0.001305,block_access_3
106.261000,134,0,normal,0.001307,random_access_3
106.277000,134,0,normal,0.001310,sequential_access_1
106.293000,138,0,normal,0.001312,stride_access_1
106.306000,136,0,normal,0.001315,block_access_3
106.324000,138,0,normal,0.001317,block_access_7
106.340000,130,0,normal,0.001319,block_access_0
106.357000,138,0,normal,0.001322,stride_access_7
106.370000,134,0,normal,0.001324,stride_access_4
106.382000,134,0,normal,0.001327,random_access_4
106.397000,132,0,normal,0.001329,block_access_8
106.410000,130,0,normal,0.001332,stride_access_3
106.423000,132,0,normal,0.001334,stride_access_9
106.433000,132,0,normal,0.001337,stride_access_3
106.449000,142,0,normal,0.001339,random_access_7
106.466000,130,0,normal,0.001342,sequential_access_6
106.483000,144,0,normal,0.001344,stride_access_2
106.496000,138,0,normal,0.001347,stride_access_9
106.515000,134,0,normal,0.001349,stride_access_0
106.526000,134,0,normal,0.001352,block_access_3
106.537000,130,0,normal,0.001354,stride_access_6
106.548000,132,0,normal,0.001356,random_access_1
106.562000,134,0,normal,0.001359,sequential_access_9
106.578000,130,0,normal,0.001361,block_access_3
106.593000,132,0,normal,0.001364,block_access_5
106.607000,126,0,normal,0.001366,sequential_access_0
106.617000,134,0,normal,0.001369,random_access_4
106.627000,130,0,normal,0.001371,random_access_4
106.644000,138,0,normal,0.001373,stride_access_1
106.662000,138,0,normal,0.001376,stride_access_0
106.674000,128,0,normal,0.001378,block_access_2
106.684000,134,0,normal,0.001381,block_access_0
106.697000,132,0,normal,0.001383,block_access_7
106.707000,138,0,normal,0.001386,sequential_access_0
106.726000,132,0,normal,0.001388,sequential_access_2
106.738000,132,0,normal,0.001391,sequential_access_9
106.749000,130,0,normal,0.001393,sequential_access_9
106.761000,132,0,normal,0.001396,block_access_9
106.776000,130,0,normal,0.001398,stride_access_4
106.790000,124,0,normal,0.001401,stride_access_8
106.804000,130,0,normal,0.001403,block_access_7
106.822000,128,0,normal,0.001406,random_access_6
106.834000,138,0,normal,0.001408,block_access_8
106.850000,124,0,normal,0.001410,random_access_6
106.863000,132,0,normal,0.001413,random_access_7
106.880000,130,0,normal,0.001415,block_access_5
106.892000,132,0,normal,0.001418,random_access_4
106.902000,136,0,normal,0.001420,stride_access_6
106.917000,138,0,normal,0.001423,stride_access_6
106.932000,130,0,normal,0.001425,block_access_6
106.943000,130,0,normal,0.001428,sequential_access_9
106.962000,136,0,normal,0.001430,stride_access_0
106.974000,138,0,normal,0.001433,random_access_2
106.993000,134,0,normal,0.001435,block_access_9
107.004000,136,0,normal,0.001437,block_access_4
107.022000,138,0,normal,0.001440,stride_access_1
107.040000,136,0,normal,0.001442,sequential_access_3
107.059000,136,0,normal,0.001445,block_access_3
107.070000,130,0,normal,0.001447,sequential_access_2
107.084000,164,0,normal,0.001459,stride_access_2
107.102000,138,0,normal,0.001462,random_access_6
107.113000,134,0,normal,0.001465,random_access_0
107.125000,134,0,normal,0.001467,stride_access_4
107.142000,136,0,normal,0.001470,sequential_access_0
107.153000,140,0,normal,0.001472,sequential_access_5
107.166000,130,0,normal,0.001475,stride_access_0
107.179000,130,0,normal,0.001477,stride_access_6
107.198000,134,0,normal,0.001480,sequential_access_7
107.214000,134,0,normal,0.001482,random_access_9
107.232000,132,0,normal,0.001485,block_access_9
107.244000,134,0,normal,0.001487,block_access_1
107.263000,130,0,normal,0.001489,block_access_1
107.278000,132,0,normal,0.001492,sequential_access_0
107.288000,132,0,normal,0.001494,stride_access_8
107.304000,136,0,normal,0.001497,stride_access_3
107.318000,130,0,normal,0.001499,sequential_access_7
107.331000,134,0,normal,0.001502,sequential_access_2
107.344000,134,0,normal,0.001504,random_access_2
107.354000,136,0,normal,0.001507,block_access_7
107.368000,130,0,normal,0.001509,stride_access_9
107.382000,132,0,normal,0.001512,stride_access_9
107.397000,136,0,normal,0.001514,block_access_7
107.416000,136,0,normal,0.001516,stride_access_1
107.432000,134,0,normal,0.001519,stride_access_3
107.447000,132,0,normal,0.001521,random_access_2
107.464000,134,0,normal,0.001524,stride_access_0
107.481000,134,0,normal,0.001526,sequential_access_7
107.498000,128,0,normal,0.001529,stride_access_3
107.517000,134,0,normal,0.001531,stride_access_3
107.533000,124,0,normal,0.001534,stride_access_6
107.545000,134,0,normal,0.001536,stride_access_6
107.562000,132,0,normal,0.001538,random_access_0
107.579000,134,0,normal,0.001541,sequential_access_2
107.590000,132,0,normal,0.001543,block_access_4
107.607000,134,0,normal,0.001546,block_access_9
107.621000,134,0,normal,0.001548,sequential_access_6
107.631000,130,0,normal,0.001551,sequential_access_5
107.650000,138,0,normal,0.001553,stride_access_9
107.662000,132,0,normal,0.001556,random_access_3
107.679000,130,0,normal,0.001558,sequential_access_0
107.698000,138,0,normal,0.001561,stride_access_5
107.714000,132,0,normal,0.001563,block_access_2
107.729000,136,0,normal,0.001565,random_access_4
107.744000,134,0,normal,0.001568,sequential_access_1
107.761000,132,0,normal,0.001570,block_access_7
107.774000,130,0,normal,0.001573,sequential_access_8
107.788000,134,0,normal,0.001575,stride_access_5
107.804000,130,0,normal,0.001578,random_access_1
107.815000,134,0,normal,0.001580,sequential_access_7
107.828000,134,0,normal,0.001583,sequential_access_0
107.839000,134,0,normal,0.001585,sequential_access_0
107.852000,132,0,normal,0.001587,block_access_8
107.863000,138,0,normal,0.001590,stride_access_2
107.875000,134,0,normal,0.001592,stride_access_6
107.887000,134,0,normal,0.001595,stride_access_6
107.900000,134,0,normal,0.001597,random_access_1
107.918000,134,0,normal,0.001600,stride_access_5
107.932000,134,0,normal,0.001602,block_access_3
107.943000,134,0,normal,0.001605,random_access_5
107.960000,138,0,normal,0.001607,sequential_access_6
107.970000,128,0,normal,0.001610,sequential_access_8
107.985000,138,0,normal,0.001612,block_access_2
107.999000,138,0,normal,0.001615,sequential_access_0
108.009000,126,0,normal,0.001617,block_access_8
108.021000,138,0,normal,0.001620,random_access_0
108.036000,138,0,normal,0.001622,block_access_8
108.048000,130,0,normal,0.001625,block_access_8
108.063000,136,0,normal,0.001627,block_access_9
108.077000,138,0,normal,0.001630,stride_access_8
108.087000,130,0,normal,0.001632,stride_access_0
108.100000,138,0,normal,0.001635,sequential_access_4
108.116000,136,0,normal,0.001637,stride_access_3
108.135000,136,0,normal,0.001640,block_access_8
108.149000,134,0,normal,0.001642,sequential_access_6
108.164000,128,0,normal,0.001644,random_access_6
108.179000,144,0,normal,0.001647,stride_access_3
108.192000,138,0,normal,0.001649,block_access_2
108.206000,130,0,normal,0.001652,sequential_access_3
108.225000,136,0,normal,0.001654,random_access_9
108.244000,134,0,normal,0.001657,stride_access_5
108.259000,130,0,normal,0.001659,sequential_access_9
108.277000,164,0,normal,0.001668,random_access_9
108.291000,136,0,normal,0.001671,sequential_access_6
108.301000,134,0,normal,0.001674,random_access_2
108.318000,130,0,normal,0.001676,sequential_access_3
108.332000,138,0,normal,0.001679,stride_access_4
108.351000,134,0,normal,0.001681,block_access_5
108.366000,136,0,normal,0.001684,stride_access_1
108.381000,130,0,normal,0.001686,stride_access_1
108.393000,136,0,normal,0.001689,sequential_access_3
108.405000,130,0,normal,0.001691,block_access_8
